RA,DEC
36.8686,-50.9060
88.4173,-57.6869
78.5836,-58.7010
303.471,-55.5480
336.130,-1.25615
0.255529,-1.07097
90.4738,-42.2910
305.053,-57.9716
349.647,-44.1379
89.7840,-40.6483
19.7294,-44.7419
50.5568,-46.8037
34.9479,-42.3653
13.3032,-56.8319
321.448,-51.5192
82.7853,-46.3502
347.583,-53.6805
58.6133,-48.0682
40.2352,-43.9931
51.7761,-49.9035
344.191,1.40997
356.344,-0.714014
92.9019,-45.4310
88.5106,-45.2458
69.2533,-43.7946
23.4423,-44.7631
41.5953,-48.8047
19.5624,-56.9528
348.990,-54.7913
322.960,-0.934890
346.091,-58.6813
331.250,-55.7248
351.985,0.550120
304.676,-51.2409
10.5055,-57.1762
75.5257,-53.7472
16.8509,-54.9991
358.689,-44.2890
359.180,-51.1329
41.2426,-53.9428
89.5245,-52.4830
345.822,-0.768409
325.933,-52.3566
4.67639,-40.8687
304.581,-49.9200
320.080,-55.0909
44.3319,-44.7114
50.3241,-49.3678
32.9812,-52.3031
323.137,-57.6713
336.360,-56.5981
66.2492,-49.8787
71.9141,-59.8747
346.689,-44.2624
7.53142,-47.5114
4.81753,-42.6040
316.016,-56.8178
37.7834,-50.5839
63.5758,-47.3175
56.4957,-40.6345
16.4493,-55.0640
85.0830,-51.2126
63.0896,-54.8046
94.3110,-54.2519
17.3614,-41.3649
333.184,-51.0581
94.1048,-47.8736
37.9624,-50.6206
38.1519,-55.0051
69.5189,-42.2924
80.8784,-43.3397
342.069,-52.2362
56.7705,-40.3367
23.0520,-49.7626
27.7483,-47.2537
12.8154,-47.1656
36.0865,-47.1977
349.230,0.0747720
350.186,-45.5529
35.6318,-46.4575
339.329,1.11991
6.79732,-43.2824
30.9444,-48.3029
28.3406,-52.0745
48.6570,-54.8823
84.9844,-57.6949
310.529,-50.7719
338.236,-54.3313
26.9136,-57.7094
64.8054,-59.9230
88.4921,-44.2922
91.2006,-47.1104
312.965,-56.3212
68.9021,-47.3302
315.466,-53.1276
82.2028,-54.1767
327.110,1.27094
53.0376,-46.9834
49.2752,-44.2486
58.3342,-54.3863
31.1946,-41.2219
74.2036,-49.6908
348.122,-47.2294
338.840,-56.4347
326.485,-0.165182
354.160,-55.5123
9.58695,-59.4821
60.1381,-52.8657
79.9397,-48.2092
20.4708,-56.8963
59.2953,-41.2746
355.347,-46.8673
15.5999,-54.1548
91.8356,-59.9275
336.223,-0.975991
21.5071,-53.3620
14.2376,-57.1778
347.620,-0.392247
71.9650,-54.5744
83.3591,-55.8717
345.896,-41.6665
50.9487,-47.3921
92.6636,-40.7936
25.4763,-47.9875
48.0552,-58.5008
86.8673,-40.1694
47.2626,-54.4355
353.490,-1.08578
46.1464,-43.8438
90.9007,-42.5165
74.2776,-49.8906
353.865,0.707878
87.3192,-60.8416
19.8707,-50.8565
66.8063,-49.2194
20.2230,-47.1991
45.1575,-57.8027
30.4387,-51.6291
340.431,-0.775875
302.083,-51.3707
8.10611,-59.5017
350.561,-1.09237
325.541,-50.1819
35.4060,-56.9918
77.6575,-57.6353
74.3830,-48.0994
4.64283,-41.4280
68.4727,-41.6244
83.5188,-42.8245
20.0850,-52.0370
53.7411,-46.1567
76.4243,-51.1823
46.1180,-43.7562
37.9226,-42.4029
52.5938,-47.9571
87.3933,-55.3605
76.6271,-46.7806
301.054,-51.6114
58.9550,-51.1895
57.9337,-58.2672
52.9572,-57.5252
20.9267,-54.1528
64.7195,-45.2171
353.165,-48.3056
340.742,-42.4734
326.644,-50.8673
28.2372,-58.2314
63.5590,-40.4794
333.394,-56.4958
36.0714,-49.1249
358.632,0.417560
26.9134,-47.4478
45.6990,-42.6468
4.12776,-42.0341
86.9267,-56.0077
334.717,-0.950520
348.586,-0.273601
320.737,-0.731445
77.6193,-51.3868
340.764,-53.5853
73.2530,-47.9467
75.9721,-41.9967
15.0289,-51.0662
33.3062,-58.4558
321.655,-59.1890
359.515,-44.0485
70.3197,-50.0803
4.88899,-47.8170
77.8659,-56.3782
33.1027,-56.0586
83.9532,-52.1141
55.8932,-48.4680
332.745,0.441765
83.6292,-43.9762
44.7332,-58.8685
309.607,-51.6789
60.0469,-59.7166
29.6684,-54.2760
84.9477,-41.3356
70.0429,-56.9726
307.622,-53.8502
59.6102,-54.3955
53.4798,-52.8484
90.4821,-58.0083
336.845,-1.73610
95.1694,-59.0113
317.914,-50.9677
57.6955,-58.0206
85.4696,-53.1513
60.0143,-51.8635
92.7691,-48.7548
19.6739,-56.8450
53.5037,-40.8108
52.7325,-49.2377
19.8841,-53.8816
61.0641,-48.7412
11.4198,-46.5800
27.2271,-43.8463
357.354,-53.4985
348.655,-0.578178
0.861797,-0.537291
12.4586,-48.2643
89.2688,-60.8635
48.1556,-47.1473
66.2066,-60.8110
320.177,-1.15374
56.5637,-43.3808
11.7701,-49.3090
344.140,-59.4607
17.3261,-58.7040
64.8489,-49.6401
60.1765,-51.8549
46.3221,-59.0124
12.3054,-41.8354
348.072,-42.7871
10.8600,-41.9465
49.8448,-47.4690
19.8392,-45.3289
91.8738,-48.6079
88.1422,-45.9865
37.7610,-51.4805
50.8472,-53.2530
62.3306,-44.0075
50.0825,-41.0563
57.0232,-53.7170
37.4658,-50.9872
65.6226,-59.0411
97.8444,-49.4969
72.2672,-49.9269
68.0360,-60.6098
65.2454,-40.9273
57.0704,-48.9152
351.383,1.31177
16.5135,-51.3025
0.362638,-1.29968
351.046,-57.9382
19.0849,-41.6782
322.617,-1.13339
335.076,0.628297
344.095,0.761294
326.953,0.913500
36.8788,-55.0421
331.457,1.08516
321.015,1.06168
79.0464,-43.9647
2.66230,2.42518
62.6364,-47.6385
83.3468,-41.7062
18.8160,-40.7469
350.019,0.324056
48.7054,-50.6358
11.3040,-54.6590
347.423,-47.7039
69.5562,-53.8608
55.5909,-61.0757
59.1130,-66.6533
4.15030,-54.6361
70.2860,-49.8811
1.27318,-43.9396
84.1450,-43.4649
43.1905,-56.3586
74.3343,-46.0339
52.0382,-43.7642
351.948,-53.7010
318.060,-0.0459740
55.1359,-45.4605
19.3791,-55.8934
19.0082,-58.1491
356.905,-45.5852
321.374,-51.4884
48.0669,-53.5922
64.1789,-62.4200
3.18456,-46.4770
39.0528,-51.6967
76.7709,-48.9004
73.2632,-61.2578
49.1682,-54.5044
37.2310,-49.8965
332.241,-58.3461
322.891,-51.3235
8.34612,-40.4000
82.2137,-49.0680
12.1589,-43.9001
62.8365,-47.6652
50.6761,-56.9032
348.062,-59.0410
2.86050,-50.0190
33.3568,-42.2175
333.621,-0.668934
41.0790,-43.2161
328.939,-1.69351
32.4700,-45.3313
51.2468,-44.8586
20.7849,-58.4398
33.8223,-51.9187
331.833,-1.09672
32.3131,-49.4740
64.7942,-57.1997
94.2161,-46.0729
39.2198,-59.3596
82.7758,-41.2449
330.488,0.242436
38.1435,-59.0255
42.6654,-48.3042
17.1520,-39.6245
34.7820,-53.1621
76.8791,-46.6331
82.9380,-46.7254
321.872,-1.64510
358.333,-45.4443
44.8453,-51.9175
303.643,-58.8161
61.8041,-66.3819
5.14617,-54.0378
13.8407,-51.0762
337.269,-59.3721
309.324,-52.2771
3.54076,1.53728
24.0053,-42.3318
34.4376,-59.5989
10.6121,-53.0975
318.341,-51.0885
332.527,0.626229
19.1479,-47.3139
61.8604,-40.3983
41.7867,-52.5870
44.2180,-49.3026
343.927,-47.1327
59.9915,-40.9188
32.7789,-51.2087
62.2475,-40.5751
353.691,1.10587
55.5329,-53.9233
1.78217,-43.7496
28.6566,-51.3192
66.7935,-58.5569
96.3078,-59.1708
79.8526,-40.9515
57.8504,-50.3082
81.6620,-56.1924
331.274,-1.38390
28.8271,-41.6243
84.5695,-46.4670
315.661,-56.6190
325.556,-0.249077
68.3501,-49.0498
80.3980,-58.4561
91.5863,-60.8865
58.4716,-41.5503
59.1490,-42.4424
344.248,-41.0469
358.007,0.885944
28.9522,-55.1319
1.67039,-0.267947
48.7451,-58.0060
32.4352,-59.4011
59.7793,-47.3107
52.9313,-58.7371
311.093,-50.1599
355.716,-52.2357
48.9621,-52.1617
32.2430,-40.4594
4.93096,-50.7531
44.0824,-48.1437
327.355,-56.9294
319.593,-59.2069
301.376,-56.4271
40.2737,-43.1279
57.9628,-47.9505
72.5397,-43.3520
14.6221,-57.4394
332.206,-0.515378
78.2103,-61.7619
53.9232,-43.6627
87.7645,-49.7197
352.719,-58.7560
320.986,-55.8365
76.5392,-55.2938
329.274,1.22861
40.6665,-46.1178
20.1102,-55.5345
39.1929,-51.2179
83.5616,-60.4219
92.3449,-47.9254
43.4276,-46.4263
356.413,1.61925
12.9560,-53.4919
343.620,-51.0523
335.318,-56.3905
16.9715,-44.6061
353.994,-0.904048
14.5899,-53.3694
44.7436,-46.8940
49.4642,-57.9980
347.998,-51.6751
77.3834,-41.9143
59.1240,-43.9118
37.9761,-51.4125
316.712,-56.2349
88.8636,-46.1057
2.22790,-41.7358
8.47047,-55.2526
81.7711,-54.1340
97.2576,-48.3006
54.7547,-50.0486
32.8201,-44.4597
348.789,-53.4199
32.3097,-47.5969
324.684,1.26691
335.649,1.46931
85.1342,-50.3764
348.925,-53.3406
37.1080,-56.8486
349.088,-0.982744
46.4784,-52.5391
75.1109,-58.8175
16.5248,-43.3487
45.1809,-41.7824
346.411,-46.3426
330.642,-1.28551
92.2493,-41.0670
62.9165,-48.0240
73.9085,-57.7701
57.0086,-43.2449
83.0672,-49.4091
26.5164,-45.4712
76.4849,-42.2059
311.676,-53.1652
346.155,0.0713340
56.5740,-55.2378
60.3527,-48.4641
26.8573,-48.5610
355.153,-48.6980
58.1044,-61.6353
345.100,-41.1087
83.4178,-57.2162
320.810,-0.0264240
36.5630,-46.3653
83.3144,-46.8488
79.7493,-61.3767
86.0278,-50.3747
40.1077,-42.6684
46.5732,-52.6099
49.0412,-45.0159
2.09683,-48.9870
345.806,-44.1142
56.7719,-42.7855
73.5739,-40.3794
53.8932,-60.1214
48.6332,-53.4837
324.617,-53.8423
38.7581,-59.4886
340.413,-50.6192
17.1356,-42.5142
55.0672,-64.8818
19.4529,-45.8022
349.343,-1.47431
35.8080,-55.7460
45.0519,-46.0117
27.5185,-52.4497
47.9544,-51.6627
92.1456,-49.0519
334.106,0.583952
36.1068,-39.8114
95.7345,-51.0303
47.9165,-51.9701
307.809,-54.3516
338.895,-54.9420
312.338,-58.0158
77.3948,-43.3442
353.747,0.379975
73.2635,-47.9905
91.5169,-54.0501
342.765,-54.7837
66.5438,-60.3847
342.688,-47.4534
311.630,-50.9194
27.7032,-41.0627
357.982,-42.2522
304.582,-55.6180
79.6628,-61.5038
62.6364,-47.6385
337.704,-53.3233
92.7676,-46.6399
28.1592,-44.9262
97.7199,-55.8411
359.234,-53.0261
302.095,-58.6169
75.8634,-43.7119
59.1714,-49.9932
62.4816,-65.7478
327.399,-0.582813
343.904,-0.966293
328.792,-56.2940
40.5096,-54.4665
16.3634,-47.1397
59.9198,-52.2390
353.519,-53.9875
305.352,-56.8653
56.5338,-43.4430
358.447,-40.6915
307.096,-56.5694
346.161,-44.8009
47.5610,-51.7388
70.4200,-60.5591
59.9704,-49.2074
51.0696,-54.1033
3.14031,-45.3857
340.381,-51.7419
41.4189,-42.9521
59.3370,-49.5126
329.797,-55.2629
51.0095,-52.7345
333.764,-52.4719
24.0835,-56.7277
36.0764,-45.8252
21.7488,-46.3681
59.5713,-58.0091
24.5356,-48.0326
71.3212,-55.5409
305.736,-59.1808
55.2945,-43.5218
323.825,-0.802577
37.3325,-45.1128
79.8021,-43.4782
55.7830,-57.1822
74.6687,-43.8697
353.090,-0.575336
340.673,-1.71205
52.6039,-41.6017
54.6418,-46.5893
38.6598,-47.3387
1.70485,-1.00643
359.581,0.438139
339.630,-43.9877
2.69626,-46.3051
30.4154,-43.2529
5.97841,-52.5348
38.6485,-56.6017
75.0538,-51.6932
302.715,-57.9302
351.187,-44.8501
94.2079,-56.2651
308.241,-55.3070
51.6708,-43.1989
51.4119,-47.6155
19.4532,-46.7253
37.8119,-44.6264
50.4224,-51.3334
78.8547,-50.0262
337.720,-0.975519
304.640,-50.5063
324.245,-1.41751
72.3752,-40.8665
42.1168,-49.9531
332.292,-0.410816
54.8416,-47.2559
26.1871,-45.3961
77.9372,-55.6874
83.9186,-55.5707
31.7976,-55.1980
59.3456,-66.6898
54.1021,-58.1596
23.4224,-46.2397
347.796,0.298437
86.6794,-50.2748
29.2431,-53.4968
56.2903,-58.9193
93.2231,-55.2403
327.139,-52.0921
352.016,-57.3623
50.6415,-47.0549
337.418,1.69099
61.4352,-45.1680
86.1183,-55.4825
77.2414,-57.0378
0.619660,-51.3629
22.7122,-50.1386
38.2973,-55.0586
346.947,-57.1793
348.035,-54.7340
347.494,-41.4814
350.376,-44.1886
349.454,-58.4781
40.7549,-58.4459
93.1946,-47.0389
302.056,-52.1761
25.3970,-52.7348
79.6784,-55.0207
92.7928,-57.1805
316.349,-56.7674
304.090,-50.1870
19.5997,-42.6466
40.6458,-52.8268
37.0188,-55.0274
76.9906,-45.0133
306.938,-59.7490
88.0882,-56.8590
5.36537,-40.3601
55.9623,-59.5412
86.6678,-40.0487
43.5313,-51.3747
73.0744,-43.9307
343.941,-55.9408
348.835,0.916483
86.3728,-43.5543
42.2828,-57.0317
5.94596,-40.4681
350.725,-49.3919
59.4947,-44.6110
82.9255,-45.6987
10.1491,-44.9473
353.400,0.184595
327.584,-57.2805
345.994,-1.59068
64.4062,-44.4572
304.482,-54.6916
21.9521,-57.2141
300.430,-51.4880
7.21123,-41.5304
347.613,1.49098
316.291,-57.9641
330.131,-0.158146
18.9551,-53.2065
305.461,-53.7405
60.0030,-46.8765
41.1347,-48.0183
353.564,-54.6079
19.4660,-49.9095
88.8397,-48.9343
324.500,-1.40927
343.034,-0.0242880
73.8991,-58.5144
351.977,-54.7458
92.3711,-54.1301
87.8667,-59.8053
82.5936,-47.4186
78.0013,-42.8750
359.075,-46.4749
354.943,0.530524
20.8182,-47.3228
85.7275,-50.3208
67.1773,-54.8403
13.1955,-54.6596
356.650,-43.6205
309.833,-51.4164
45.4811,-45.2486
90.7023,-42.4022
22.5507,-47.4640
80.4857,-56.4259
82.0672,-58.1874
78.8653,-50.6420
351.452,-45.0388
329.486,-54.7034
323.521,-55.4069
87.9963,-50.2535
17.8838,-53.4022
2.05991,-52.2988
82.3085,-46.5132
20.5150,-54.3461
353.790,-0.189395
24.0766,-42.1258
312.545,-58.9626
33.1944,-50.8831
71.7776,-52.9435
24.5993,-40.7554
329.339,-1.74670
35.2864,-49.6875
78.2054,-46.2412
13.9565,-45.0455
47.9994,-51.0331
34.2198,-44.7515
316.319,-52.9052
30.6807,-52.9316
71.6695,-57.9831
356.033,-42.4694
85.8943,-44.2256
72.4380,-54.0035
43.1170,-56.6047
38.5284,-49.4241
94.5468,-49.0708
343.541,-0.526053
58.6576,-51.2806
33.5328,-43.6770
84.9892,-55.3242
58.0308,-45.6461
17.8549,-42.8853
340.859,-0.159782
49.2782,-47.0923
352.934,-52.1371
74.1274,-50.1876
61.4069,-48.8588
14.6582,-52.7309
50.5377,-54.7706
300.504,-58.1391
301.385,-55.1905
63.3305,-66.2732
72.9493,-44.8011
344.872,-54.2259
47.2318,-50.7986
35.1809,-59.9810
49.0001,-58.3315
333.686,1.44828
349.919,-58.9434
12.1532,-42.0727
66.5451,-47.2634
74.6541,-47.0848
24.6391,-44.2460
86.6477,-45.2140
34.9327,-41.8014
16.5546,-53.8900
6.05626,-51.5998
48.5160,-57.2124
48.1294,-58.4474
57.1025,-59.1648
319.297,-56.6285
308.832,-59.3209
74.3555,-45.5225
74.6621,-50.9603
59.9150,-61.5580
50.5185,-49.5171
322.680,-58.0968
16.5306,-41.0244
358.295,-1.13206
311.165,-52.1494
67.1527,-62.6377
301.345,-55.3023
