RA,DEC
349.025,-50.7850
51.3709,-40.9745
89.2781,-50.8944
7.39363,-56.6883
323.625,-0.750518
0.363784,-42.6235
358.923,-54.4530
13.9124,-49.5929
358.467,-48.1649
76.6427,-56.4750
62.5125,-42.5784
352.008,-51.8254
83.2949,-43.1695
66.1113,-46.8554
324.159,-51.9420
10.0175,-57.5209
320.448,0.682580
331.029,-54.1533
314.897,-55.2497
310.250,-55.3739
28.7977,-51.8865
330.269,0.958943
0.436003,0.981326
56.2286,-40.9489
357.859,-45.3013
341.076,1.09471
89.0615,-41.6811
72.3520,-58.0300
78.1790,-39.8774
349.321,-58.4437
15.4341,-52.2579
7.60656,-52.1539
58.1539,-61.6616
5.37672,-42.6290
88.5793,-45.8741
73.5609,-49.2400
34.9481,-53.7820
344.737,-45.7394
30.2286,-59.1619
43.4930,-48.2376
309.504,-56.7324
29.0690,-43.0318
55.9285,-49.6105
23.1861,-40.7811
358.250,-49.3736
57.8803,-44.0016
95.2710,-44.6124
2.15447,-41.0653
63.8492,-53.5000
81.3329,-41.7828
358.652,-44.7989
353.915,-51.7701
10.1623,-51.7217
8.70254,-41.6625
44.7282,-49.7671
304.337,-49.8857
72.0152,-39.8379
32.8958,-57.2583
86.0040,-49.8883
56.0401,-53.5554
44.4902,-44.5541
321.553,-53.9513
317.531,-56.1646
67.8390,-48.2503
79.8406,-55.1014
34.9536,-52.5535
70.5601,-48.1224
21.9216,-52.3141
72.1138,-51.4844
4.38114,0.492591
60.0247,-62.0391
77.6977,-48.3606
57.1283,-61.7137
1.81862,-41.0772
67.2523,-44.6689
20.3440,-44.5436
46.0706,-40.9125
4.60670,-48.0244
69.5356,-42.2722
48.3190,-56.7813
347.797,-46.1522
71.3725,-43.0248
45.6063,-41.6301
1.40490,1.78143
318.379,-57.6204
317.455,-53.3573
357.145,-1.21599
330.619,0.898920
20.2220,-43.4692
57.2711,-44.6078
84.1811,-41.4583
30.8039,-57.8575
19.4284,-47.0447
18.2515,-56.4902
24.4200,-49.5584
72.0747,-56.1245
357.571,-40.3412
351.174,-58.1314
49.8006,-56.3441
91.1658,-47.6879
53.8471,-48.7666
89.7091,-44.4260
39.5171,-44.3840
76.8165,-56.5965
74.5449,-46.1143
351.243,-52.4001
29.1354,-53.8345
84.7072,-53.4628
86.2051,-39.8274
21.7130,-56.2653
28.7706,-56.6013
8.24210,-53.1940
25.0845,-43.4442
29.1976,-43.9987
345.196,-43.6850
355.411,-0.0241780
359.373,1.53157
56.7643,-43.8450
32.5604,-54.1587
332.178,-57.2225
76.2424,-51.1279
57.7779,-66.7949
74.7893,-54.3930
39.7491,-49.4862
53.8488,-51.6665
318.774,-55.8714
345.344,-44.2910
8.24012,-51.8274
358.885,-41.0003
14.2792,-47.1013
83.7637,-48.1915
349.918,-57.1515
44.4802,-55.4800
89.7288,-55.6156
79.5766,-59.1237
40.6353,-55.5274
303.513,-50.5799
46.9884,-50.4453
45.7375,-59.0262
56.8167,-54.1037
24.1810,-49.1684
60.3405,-61.5531
80.2266,-49.7978
62.6067,-55.8370
46.9008,-50.4814
55.7235,-49.7402
27.3316,-57.0977
89.6674,-52.7473
35.0912,-48.6765
66.3107,-54.9295
57.5890,-47.7809
23.1581,-49.6569
341.700,-56.0731
29.1091,-58.9653
13.8441,-49.6131
355.243,-0.551177
38.8245,-55.2256
340.548,-0.463221
92.0278,-46.0453
43.9560,-48.4902
85.5748,-42.6174
36.6328,-54.2710
33.8134,-54.0061
78.3033,-46.0829
345.392,-0.814354
28.9424,-45.4265
42.5738,-55.9676
70.7957,-60.3950
74.2204,-42.6905
28.7995,-50.3281
68.7426,-54.0297
62.6706,-48.4842
75.5916,-50.2702
34.4605,-51.9170
60.0041,-63.4452
11.0010,-46.0057
299.954,-57.8797
347.825,-50.8507
65.5573,-42.4733
72.0112,-43.0902
73.5719,-45.2810
24.1551,-50.9729
34.2478,-54.2096
65.4020,-60.4566
312.662,-56.3420
64.8698,-63.7745
96.4381,-56.4225
17.2134,-52.0009
14.0027,-52.3315
16.7681,-57.0034
40.6746,-49.3662
23.8550,-50.7720
318.172,-1.72616
33.2383,-49.3184
3.21800,-41.5586
19.1293,-52.2315
29.1660,-41.9108
27.6842,-47.3407
55.7168,-41.2386
302.161,-53.3794
320.134,-57.5061
21.3570,-51.2006
358.103,-45.4245
25.6165,-41.0455
46.4707,-48.3121
51.4488,-56.3207
351.150,-1.61531
306.881,-57.1302
345.097,-1.52576
308.783,-51.8857
23.2118,-51.9176
11.3311,-58.3749
358.280,-0.696919
79.0714,-50.3653
10.4981,-44.1771
90.6214,-48.8265
61.4961,-66.0399
11.8506,-54.9739
5.36314,-42.0575
14.8855,-54.5190
72.3302,-53.6739
67.0298,-45.3463
32.2913,-54.8889
43.3475,-49.5728
58.5050,-46.6032
76.4390,-41.3300
343.132,-53.5948
72.2700,-51.1605
90.7034,-46.7980
82.8600,-44.3655
33.7300,-53.8202
41.5080,-45.0228
336.948,-52.3206
306.689,-58.6622
85.2054,-40.1330
347.205,-46.8788
98.6050,-55.7095
90.2453,-41.9180
91.9422,-56.5588
40.2553,-48.0681
82.3398,-54.9291
56.2808,-53.7337
328.415,-0.342310
344.636,-53.0832
336.705,-57.6974
323.698,-58.6440
315.720,-50.6050
41.9392,-56.6581
33.6546,-50.1572
90.0659,-47.0190
94.5680,-55.7013
93.9057,-42.9343
54.8916,-48.0201
74.7416,-46.7485
66.0008,-50.6236
73.5812,-43.6650
15.3813,-41.8275
84.8279,-50.8472
336.202,-0.107391
13.4681,-47.4480
326.965,0.478847
19.0686,-57.8924
61.5638,-41.7410
25.4565,-53.4730
21.1306,-58.9543
36.8219,-49.2344
7.91041,-41.2940
22.0252,-59.0740
309.340,-55.5924
16.1318,-53.8253
337.442,-0.604738
74.3229,-41.6109
70.6749,-40.3690
2.78591,-49.4479
312.211,-50.7915
321.327,-59.1690
55.0880,-47.1556
44.4188,-57.2165
345.311,-42.3415
68.6648,-43.2636
47.8820,-41.8949
25.5417,-59.4481
52.1565,-43.6163
66.0216,-50.1240
309.740,-54.7809
40.7245,-55.3713
23.9431,-52.3875
35.5419,-41.6979
327.138,-52.6954
41.9878,-54.4226
318.997,-55.2242
334.547,-0.834544
78.9900,-54.3498
7.08849,-55.1058
82.8946,-52.6689
351.003,-54.3734
19.1052,-41.9636
11.4792,-51.6637
85.0476,-45.5317
1.35897,-43.3887
330.686,0.216955
42.7365,-40.7535
13.9049,-57.9801
30.5378,-45.7686
51.6826,-49.0448
97.2284,-52.8674
30.7023,-43.7249
24.5448,-49.0324
87.9710,-48.2075
35.4277,-47.8110
40.6535,-57.3443
77.6547,-54.1857
71.7503,-54.0520
54.9001,-59.2226
322.594,-57.7489
301.514,-58.6953
6.87216,-52.5168
331.818,-55.0397
2.69728,0.479718
58.2776,-63.8937
350.896,-0.636208
54.8642,-46.5559
41.1948,-57.2370
26.3854,-42.4908
55.0880,-47.1556
346.766,-52.5051
74.3410,-56.1338
69.0950,-59.1997
36.6431,-59.2985
346.853,-54.6683
80.6726,-51.2068
54.9559,-50.2928
347.994,-0.260534
78.1242,-61.2132
326.344,-50.8817
56.9134,-62.1650
9.44730,-41.0504
343.863,-50.7610
356.025,1.68278
61.9453,-58.7663
17.7972,-41.5253
33.9461,-56.5000
39.0933,-51.0430
30.2583,-48.5388
66.9491,-42.0596
11.6230,-48.0547
354.122,0.671147
28.3862,-59.5399
52.6955,-49.3976
14.4673,-40.5561
331.533,-1.60456
354.795,-48.1594
54.1320,-48.0972
37.7026,-46.1911
57.4963,-43.7163
307.632,-53.7350
69.6592,-40.3891
20.3307,-52.5098
66.0467,-45.8285
82.6586,-50.8852
57.7250,-54.0450
344.311,-46.6009
349.429,-49.2345
20.1615,-42.5809
70.1919,-48.4721
97.8913,-55.6836
319.321,0.493319
82.4874,-52.9366
3.88288,-0.945397
1.86143,-0.729053
317.232,-57.6645
76.8114,-56.2500
47.2553,-55.3584
306.836,-56.6044
67.7368,-47.9255
96.7687,-57.2826
65.5049,-54.4355
68.6000,-47.5559
326.078,-51.1109
358.254,-1.51890
74.1007,-51.2901
21.0225,-44.7910
35.8614,-52.1782
352.991,-0.334646
63.5073,-57.8966
26.1342,-51.4587
41.1618,-50.7633
88.1998,-45.7424
55.3755,-57.2018
76.7858,-45.6445
91.3334,-43.9354
60.2902,-62.4590
72.1422,-50.2555
35.3435,-41.4548
4.42935,-47.6449
60.1279,-53.5786
17.4060,-55.1960
343.592,-44.3988
315.595,-51.6221
76.8895,-40.4270
22.5868,-45.6139
75.4143,-43.5865
25.2217,-42.9354
338.739,1.60749
7.61373,-56.2404
60.7930,-42.9611
67.8030,-62.3229
341.689,-0.118310
22.8742,-42.4201
2.35239,1.31481
313.581,-54.3145
43.3840,-57.2105
318.528,-54.4631
32.7084,-45.4663
51.4514,-53.2804
54.5776,-49.7367
70.8153,-48.4867
31.8209,-42.2714
32.9662,-49.0323
348.386,-55.0484
88.6348,-56.5780
344.774,-57.0189
49.1552,-51.0229
41.4488,-43.0698
83.4672,-46.1291
38.3792,-52.0361
4.86057,-55.7803
326.346,-59.0157
11.1745,-52.0253
54.1930,-47.4367
79.5570,-42.2502
33.3207,-45.2458
317.777,-0.754313
347.252,-49.5445
80.1176,-48.3610
66.1440,-48.4862
68.6238,-45.0014
86.0439,-46.3829
344.714,-52.3297
358.704,-43.6033
89.3637,-53.7665
15.5218,-58.1680
355.056,-53.5997
345.050,-45.0012
350.303,-58.2800
345.448,-45.3786
80.7995,-61.5749
90.7481,-56.5330
40.7100,-52.3372
336.605,0.346362
77.7765,-61.7332
49.1961,-47.5329
40.3782,-58.7726
91.3807,-60.9483
55.8316,-42.7388
301.987,-55.4895
67.3471,-50.2273
330.522,-53.9733
28.0469,-47.1513
57.5439,-59.6726
309.274,-53.8757
27.1311,-58.8410
87.4634,-52.7398
32.8075,-56.0418
20.7637,-42.2639
351.453,1.00263
338.876,-57.6245
5.21449,-51.4966
311.415,-50.1397
344.797,-53.7280
42.7406,-46.6887
0.181485,-53.7196
15.2172,-54.6008
330.717,0.370569
358.259,-53.5252
334.536,-1.00167
318.061,-0.102682
331.557,-0.774971
357.140,-51.9612
349.310,-50.5640
59.7762,-47.3959
14.1661,-57.9848
310.890,-49.8297
317.892,-0.167675
17.8494,-54.2703
309.922,-59.4819
87.6199,-40.1800
356.867,-44.4432
20.4644,-57.5541
29.2939,-48.9897
30.4626,-54.2148
30.3057,-51.4285
68.9021,-47.3302
358.299,-47.6134
56.5810,-58.2306
0.199694,-42.6262
13.8899,-47.0146
70.7928,-49.8065
66.1488,-55.2473
20.8449,-56.5538
343.179,-53.1960
57.3071,-65.5480
28.5654,-55.8350
306.607,-54.8355
13.8867,-41.3786
348.847,0.985622
339.890,-55.4716
50.6024,-41.6654
70.1192,-65.2326
319.457,-56.7077
93.8102,-47.9899
78.2140,-46.9287
346.005,-46.5054
92.8158,-58.9803
78.8909,-55.9832
34.3050,-56.2303
84.1342,-49.8185
63.4250,-49.8309
315.748,-50.9966
74.3840,-49.8272
308.627,-59.4963
352.096,1.41261
41.4580,-42.8786
4.49820,-43.2982
347.106,-0.972189
332.948,0.585585
327.138,-1.29787
38.1271,-55.2560
332.915,-57.3692
77.3735,-57.6595
321.279,-51.2101
28.3866,-50.5531
86.1798,-42.8424
326.041,-0.218221
357.200,-48.4743
72.6781,-41.9364
317.925,-58.6038
21.4479,-44.0079
40.6334,-57.2201
90.5076,-48.1783
333.748,-52.4840
62.6551,-64.1115
78.1800,-57.9603
80.6361,-41.8020
22.6243,-45.4442
57.0598,-40.9858
17.2665,-45.6759
10.6971,-45.0023
67.3211,-58.4165
48.5270,-47.3224
80.3304,-57.9559
88.9778,-51.8019
334.311,-54.8793
11.3076,-54.0560
352.817,-51.4375
305.169,-50.9962
40.6612,-59.7037
94.3622,-56.6188
80.0096,-47.1449
53.7499,-47.4414
49.6989,-50.9459
346.578,-56.5909
4.08666,-48.0768
350.429,-51.6068
61.1433,-59.9152
305.967,-55.9400
44.8262,-55.4526
40.4857,-53.1898
322.206,1.66899
77.1059,-49.2322
77.4118,-41.9927
42.0175,-48.9834
298.652,-57.4564
37.4143,-45.5044
60.3350,-46.5397
318.848,-56.2660
79.4470,-43.7232
90.7500,-47.3107
318.721,-0.645433
28.2563,-54.5131
89.8275,-42.4238
348.561,-47.3164
345.186,-1.65241
92.3463,-46.5338
67.1643,-57.4172
341.006,-58.8748
65.4731,-64.5109
88.1429,-41.4746
42.4019,-51.2949
81.9079,-45.9514
310.114,-55.2939
305.599,-58.7535
58.1558,-43.0552
29.3559,-42.0647
76.4621,-49.0425
326.443,-54.7401
22.5416,-42.5262
39.9824,-51.0904
2.43869,-41.4343
350.156,-45.6027
70.1109,-41.1118
78.8207,-45.7344
58.6667,-42.7597
95.7166,-57.6470
27.1008,-56.5349
83.2939,-47.8047
87.4408,-47.0047
38.0716,-41.8726
75.6942,-54.4787
18.3030,-45.8955
56.9680,-56.0211
91.4871,-48.3873
315.227,-52.9486
345.972,-58.8256
8.48621,-44.9984
29.5871,-55.3765
1.64363,-50.2930
351.464,-57.3414
44.4417,-41.5252
67.4699,-43.8246
91.8272,-40.6637
68.5859,-51.7188
307.371,-57.6577
62.6046,-53.9958
344.546,-40.9949
336.830,0.882088
62.3815,-43.3015
97.7966,-54.3739
354.067,-1.50972
41.4752,-42.4297
77.0550,-44.3769
14.4247,-55.1511
21.9387,-60.1850
18.5750,-49.3053
38.6209,-54.9188
62.3383,-62.4528
93.6775,-56.0076
39.9177,-55.9153
41.9365,-48.0569
75.2360,-51.0793
73.7337,-50.4108
33.4171,-42.7549
308.625,-53.7837
37.0425,-57.1216
308.035,-59.5815
53.8662,-50.0970
7.80250,-41.0844
329.974,1.59901
2.88310,-1.46893
326.041,-0.218221
0.588176,-53.2981
33.2255,-54.9701
90.8702,-61.0745
304.363,-55.2536
339.689,0.144193
44.1316,-42.7269
16.2098,-55.2582
30.3724,-43.7932
86.0265,-42.6837
37.5986,-54.6551
25.2314,-41.2435
2.51497,-43.5671
55.7617,-43.0383
30.7935,-55.2942
17.4174,-44.1729
353.501,-42.5665
3.78820,-43.6302
351.730,-0.940486
42.6824,-51.4223
15.7832,-58.2041
21.9122,-58.4463
8.48483,-49.6235
329.000,-55.3798
83.3745,-43.3763
24.5560,-58.3630
0.0442300,-53.3330
354.502,-56.2123
47.0093,-44.5538
82.8724,-57.5037
54.9022,-55.4485
41.6518,-50.0373
15.2274,-45.4830
86.3656,-45.2178
1.45764,-0.876056
355.485,-1.20036
85.1586,-49.4862
63.6397,-56.2812
321.443,-50.5983
317.614,-58.4853
317.814,-1.48548
36.8623,-40.8597
13.1882,-41.4992
319.375,-53.7741
353.139,-55.0679
359.764,-1.46002
327.291,-53.4709
25.2258,-52.0861
72.3014,-58.2810
340.397,-48.8422
84.7813,-58.9903
19.6660,-52.1761
49.5078,-47.0257
14.6826,-51.1389
37.4523,-43.6943
325.251,-57.2154
70.7192,-43.8836
99.1905,-54.7545
53.4138,-51.6220
58.9433,-53.9680
321.861,-0.741921
60.1825,-49.0746
41.4032,-51.0320
332.777,0.610465
345.534,-47.7757
15.3141,-46.7523
69.1287,-52.2771
36.6771,-43.0087
79.9523,-61.5402
8.06812,-52.1254
96.6700,-53.3931
309.757,-57.8698
349.773,-51.4365
31.3995,-50.8106
62.3122,-49.2172
55.8324,-48.6169
346.016,-56.5769
315.187,-53.1576
326.538,-58.2317
303.129,-57.4220
310.538,-57.0242
28.3400,-55.0935
336.062,-53.5090
335.477,-56.6316
89.1152,-54.9694
57.2219,-51.0535
28.5467,-53.3664
344.628,-0.600940
77.8304,-56.4847
46.1108,-46.6650
18.6157,-40.8269
94.1314,-55.2808
19.1539,-55.8896
12.5820,-45.8142
74.9719,-51.7446
47.6537,-57.2232
92.4806,-41.5459
348.663,-52.6756
348.474,-0.292232
311.078,-59.1691
337.633,0.0377160
60.1895,-57.3619
338.218,-51.1451
85.5595,-52.7928
15.6971,-50.3870
355.271,-51.1827
306.809,-53.7485
65.9139,-55.3000
59.9556,-48.2474
76.9911,-49.2521
3.85858,-0.931863
62.6350,-46.4511
51.1084,-53.1795
90.7868,-46.7053
83.0684,-52.3766
28.7305,-46.7001
342.491,-57.5756
23.4784,-41.0219
59.5642,-47.6014
54.5102,-43.5196
87.3238,-59.5257
11.5623,-54.8774
92.1773,-44.5581
70.4200,-60.5591
86.8138,-43.8614
18.7281,-49.7062
91.0489,-45.6130
359.001,-51.4339
61.9533,-44.5906
36.2768,-55.8501
53.5279,-64.0282
51.6063,-59.3604
81.7459,-47.7952
28.3106,-51.6829
5.62261,-43.9369
79.4148,-59.0821
333.695,-59.3556
328.815,-53.9574
14.6573,-55.4995
97.3726,-60.4533
354.988,-47.5329
52.6955,-49.3976
341.677,-41.9581
63.5895,-55.2403
307.481,-54.3770
79.0966,-46.1134
79.2906,-51.8141
334.277,-50.9156
317.298,-52.7285
70.0310,-57.9936
323.134,-54.8594
19.2932,-41.2126
90.7329,-55.8398
97.1004,-48.9267
34.7707,-43.0250
28.9288,-49.6153
39.5815,-56.7651
89.7710,-42.1253
51.7177,-49.7632
37.5840,-56.4739
75.5346,-53.6507
311.362,-55.7516
19.1898,-51.0763
341.200,-54.1505
339.310,-1.10122
16.2257,-47.2807
12.7752,-57.4914
324.398,-55.9230
302.669,-56.5716
47.0516,-41.7699
71.3102,-60.3119
30.2032,-52.9524
333.357,0.411807
340.798,1.10192
96.0130,-46.4629
10.9073,-45.7340
33.8937,-59.7593
73.3229,-43.8445
42.7259,-53.4922
60.2905,-41.1279
62.8289,-47.6768
31.1743,-46.2323
18.6048,-42.9953
71.5905,-61.0000
64.3329,-52.5197
355.068,-0.168344
328.843,-0.359655
302.666,-58.0447
354.762,-55.0001
336.341,0.252442
27.2113,-54.8786
12.4519,-43.6685
347.049,-45.6854
54.4348,-46.2549
321.963,-50.9911
13.3747,-57.1864
341.437,-52.8509
52.1081,-41.7607
35.3187,-54.3789
8.06784,-47.0142
81.1079,-50.5633
19.7519,-46.4088
357.147,-53.4233
346.435,-57.5677
22.1313,-41.7748
7.20275,-49.2489
24.6659,-55.9224
351.863,-56.7962
58.3909,-43.5284
21.4878,-41.9195
92.5803,-46.9950
84.7981,-47.8524
88.6424,-47.1475
351.883,-59.3876
77.9696,-49.5934
71.3990,-41.7216
50.4747,-53.3613
49.6622,-46.3066
87.7602,-50.4049
319.381,-51.6209
333.708,-56.4286
18.2340,-54.0798
69.2805,-46.9693
2.93817,2.40880
32.5339,-56.5006
60.5766,-67.2293
51.8745,-40.8942
351.944,-0.430683
17.3374,-56.7641
345.528,0.125409
92.1704,-52.2440
99.3972,-57.2041
341.393,-43.1225
29.8400,-42.5688
3.90749,-0.861291
334.574,-0.948183
42.1343,-58.8263
46.5387,-49.5403
347.615,-41.5005
22.7694,-46.2790
61.4257,-47.8164
329.000,-0.968971
12.8615,-51.8913
2.65121,-42.5185
305.651,-55.7531
59.5001,-58.8281
14.3228,-52.3627
77.0882,-42.7982
48.5337,-51.2073
39.4417,-48.3968
356.314,-50.8949
63.2260,-53.0607
65.4415,-56.8552
57.5493,-49.5812
95.3817,-45.9009
348.908,-0.885355
77.7626,-57.4846
62.5320,-53.4267
77.2874,-53.6575
92.7512,-54.6171
3.50157,-51.9208
44.7942,-44.9755
52.3417,-54.4594
30.6452,-41.5368
25.9809,-48.6078
332.752,-0.189781
21.9521,-57.2141
344.052,-52.6303
47.5093,-59.5927
35.4840,-55.6624
86.0651,-60.7474
29.9628,-53.8662
76.1322,-60.8976
354.777,-0.585434
52.1893,-47.3852
7.77035,-44.0500
333.030,0.875866
74.5438,-50.1553
16.2391,-54.1166
352.316,0.587302
75.6669,-42.9385
305.895,-59.7120
55.3390,-42.9771
44.3847,-40.3989
92.1971,-48.8432
31.9447,-55.8808
322.585,-54.4790
84.4839,-39.3398
355.130,-47.4670
358.956,-53.9170
325.600,-59.3318
71.5907,-42.0357
1.59185,-43.2747
43.8437,-49.7329
16.5832,-54.5843
77.7210,-51.0169
48.9565,-53.7057
73.6076,-40.8410
68.3217,-44.3761
30.5035,-58.0936
88.8418,-48.8076
34.6376,-57.9678
9.68096,-43.6067
37.8593,-45.2659
76.9768,-41.6328
10.9003,-57.8870
359.593,-1.17040
2.88504,-42.6303
342.710,-41.3338
58.4238,-67.2416
0.840641,-55.0270
38.5718,-57.9639
11.8333,-52.9373
50.1097,-56.0935
341.776,-51.6532
84.3463,-61.6298
94.6158,-49.3264
21.5389,-45.4443
87.9786,-50.2036
4.60708,-42.3341
318.506,-53.2117
7.76656,-48.2347
346.889,-45.7533
34.7845,-47.9815
329.963,0.432406
33.8486,-56.1941
345.809,1.60994
38.2808,-48.7890
5.47560,-41.5163
60.3025,-48.8603
339.515,0.204481
95.7854,-49.0419
27.4847,-41.5561
357.336,-0.742015
342.921,-55.7252
28.4801,-46.1367
37.9825,-53.8475
97.5497,-58.3628
11.9423,-58.5946
16.4609,-43.0987
329.703,0.329710
61.6348,-59.1157
13.4208,-56.6205
90.1235,-43.9172
55.4998,-55.1438
51.2695,-41.8354
60.0462,-44.7997
81.4160,-44.0426
23.4833,-50.8188
355.997,-53.7205
34.1505,-49.3117
62.8140,-48.8991
82.5963,-50.2442
83.6599,-43.5073
61.9658,-44.3746
57.6336,-41.6351
92.3075,-53.9826
358.434,-45.2629
9.60471,-55.3916
325.512,-51.6532
337.055,-1.04531
341.688,-1.70868
2.68264,0.277405
63.0531,-50.5298
3.42471,-41.6213
346.887,-56.7828
84.2941,-55.7585
42.7484,-54.2162
335.861,-1.26310
32.0771,-59.2722
85.6043,-53.4313
59.0038,-47.8082
305.453,-55.6133
357.850,-44.6090
359.152,-44.4158
69.8280,-58.1527
69.2685,-60.8252
24.6854,-54.5810
58.5548,-41.3738
327.679,-0.499687
0.725602,-44.8140
319.275,-1.69434
91.0157,-57.5046
34.4004,-41.7720
82.7039,-51.5291
66.5868,-45.7550
13.8040,-52.0850
86.9872,-51.2108
320.263,1.39985
89.1887,-48.5413
59.0656,-50.4355
7.59210,-56.6675
53.3719,-52.4272
84.7558,-55.8756
70.1740,-48.1317
350.186,-52.0959
23.9810,-44.9557
60.1381,-52.8657
29.7393,-52.8035
73.6434,-51.5442
95.7592,-46.6333
67.0866,-54.8649
11.3528,-58.3591
77.7061,-45.8986
306.633,-55.0131
344.279,-59.1160
90.1891,-57.0277
68.0008,-52.7148
329.563,-58.1446
6.19254,-56.5563
36.3121,-53.9023
46.3871,-40.6588
55.7066,-64.6112
350.180,-59.5133
28.8697,-59.7294
84.2851,-44.6617
323.831,-58.1720
307.864,-57.3810
336.376,-0.833167
16.8444,-55.5922
311.097,-54.1252
14.5647,-55.4982
28.8259,-43.6102
60.5965,-51.3028
80.9289,-50.7855
53.7567,-44.9806
18.2467,-44.4213
63.8776,-55.1612
44.6744,-43.2377
38.5219,-50.4714
303.832,-52.1888
45.3762,-51.8029
9.75550,-53.9944
82.0612,-47.5796
17.3606,-42.3317
60.8696,-50.6200
347.611,-51.2206
9.75844,-41.0711
66.2008,-40.5760
351.785,0.0345130
23.9907,-43.7148
82.3750,-45.7364
12.4276,-54.5068
4.13214,-48.6201
347.140,-46.9497
47.4327,-57.1554
90.4479,-41.1144
70.9822,-44.3926
43.7148,-41.0111
60.6251,-57.3504
3.41337,0.489651
26.4092,-40.0291
3.30738,-0.577497
36.3324,-47.5580
320.386,1.53768
14.9356,-57.2401
21.3134,-42.4342
313.033,-55.1959
7.59506,-44.7893
15.5160,-48.8318
68.5299,-51.0213
59.4234,-44.4525
55.3154,-47.5918
56.2036,-50.9257
351.056,-48.0864
75.4697,-40.5957
318.133,-58.8877
70.7577,-45.4906
81.1386,-45.3910
347.106,-47.3749
3.15425,-52.0492
44.6157,-46.9384
62.6314,-40.0602
75.1688,-60.3191
82.3573,-57.3293
325.730,-58.8604
41.9873,-51.9071
2.78178,-44.2604
33.1475,-57.6581
347.637,-56.6750
334.759,-0.195667
83.3530,-48.3532
1.02354,1.83995
74.9273,-52.8037
2.81346,-1.14460
329.993,-50.4745
17.1882,-58.1028
49.8917,-50.8870
15.6448,-46.0685
52.6042,-45.8110
87.3599,-42.7785
3.90162,-48.0365
331.815,0.708555
322.277,-55.9861
67.0207,-63.3024
343.973,-0.267073
354.318,-48.9279
58.9478,-48.3164
342.504,-53.7791
48.2215,-55.2240
24.6593,-45.8799
23.7880,-45.7708
350.882,-57.3619
352.811,-48.2757
71.5287,-51.2393
6.40953,-45.3157
92.0579,-61.0315
327.905,-1.01787
7.55169,-44.3696
50.9082,-51.2436
27.8049,-47.7858
44.2462,-56.1458
79.2929,-53.7062
91.2882,-58.4999
56.9672,-45.6315
346.815,-50.9877
64.7611,-64.1758
14.1751,-58.1941
57.6788,-48.1885
86.4450,-47.3506
79.4690,-45.7179
49.6463,-51.7739
61.4979,-55.3691
7.74764,-51.4122
33.0888,-59.6646
57.4189,-54.5753
64.4606,-44.5930
90.4295,-61.1341
59.1026,-42.8400
73.4905,-42.5416
66.0779,-62.4835
357.870,0.762820
31.3352,-49.5354
318.297,-1.52908
61.3696,-48.0613
75.4013,-59.3103
41.1194,-58.2970
22.8473,-57.1609
92.5047,-47.2548
87.4508,-52.4325
48.9541,-51.4346
358.353,-1.16579
63.4400,-54.7803
319.440,-55.1220
85.8293,-48.4983
46.1846,-50.3670
72.5298,-54.8878
351.447,-53.1212
345.649,-42.2940
21.8217,-56.0776
77.4824,-55.4198
41.1483,-44.8344
50.6429,-41.1255
2.94439,-43.2713
325.163,-53.0829
333.251,-54.2274
33.5816,-42.8466
44.0665,-48.1631
63.3645,-52.2767
45.9748,-48.1576
91.1658,-47.6879
29.9386,-52.8225
22.2849,-48.3685
358.144,-52.7861
13.2660,-43.0838
25.0169,-50.5491
49.5357,-50.4609
356.176,-51.0600
87.4101,-41.2835
93.6824,-55.7220
59.2220,-41.8937
5.45250,-53.4418
319.117,-50.5362
39.1078,-41.5498
345.771,-0.570825
41.3306,-55.1130
304.829,-50.5989
325.197,-51.4525
73.3992,-51.0269
54.4044,-56.5329
51.1323,-52.7083
61.3615,-40.8720
20.3355,-53.1613
355.401,-47.2699
6.00848,-42.7840
320.151,1.70223
35.1011,-51.1771
317.964,-57.5373
60.6995,-65.3733
312.171,-52.8175
70.9318,-46.4017
316.968,-51.9173
329.563,-58.1446
1.75361,-44.0329
72.9493,-49.2141
339.471,0.129420
358.707,1.30995
15.1509,-41.3023
32.1651,-42.6472
82.2454,-50.6289
63.9376,-59.0625
326.895,1.06908
22.2697,-51.2932
359.150,0.216962
45.1844,-45.2668
77.7792,-55.5206
25.1989,-47.3357
63.5602,-39.6588
306.815,-56.4817
26.9586,-43.5526
48.3088,-51.4975
66.2513,-48.3152
38.3270,-48.7501
8.04230,-48.9454
73.4758,-59.7546
59.6147,-58.3034
0.0855890,-1.29160
353.157,0.799962
342.460,0.616401
29.8085,-54.6728
56.6913,-45.9089
59.4203,-57.7867
354.947,-54.5882
17.5922,-47.8437
76.5991,-40.5665
320.614,-0.958894
63.7719,-47.8460
57.6370,-63.3834
37.1462,-59.1332
42.9311,-56.6093
1.64907,-43.3721
43.0503,-59.0717
50.1148,-45.8090
4.36698,-41.1488
86.5400,-47.6307
356.054,-42.6843
84.2501,-54.8124
324.563,-53.2166
307.430,-52.3552
7.09449,-54.8630
5.16007,-51.8443
35.0642,-46.3639
65.9744,-47.5215
70.5282,-49.9499
332.893,0.942015
16.6883,-53.4461
13.5388,-42.1857
77.5123,-40.0590
30.0333,-52.4651
300.632,-58.3329
26.0875,-49.4834
27.5562,-56.5052
84.0623,-61.6594
80.6812,-41.0724
50.0783,-55.8864
50.6714,-42.3459
55.7632,-45.5412
351.377,-1.51344
34.5713,-40.8682
339.313,-44.4231
